"Product title","Product vendor","Product type","Day","Net items sold","Gross sales","Discounts","Returns","Net sales","Taxes","Total sales","New customers","Returning customers"
"(Z) Infrared PEMF Go Mat","HigherDOSE","Comp","2025-05-22",3,0,0,0,0,0,0,0,3
"HigherDOSE Red Light Face Mask","HigherDOSE","Face Mask","2025-05-22",37,15007,-2861.8,-1710.1,10435.1,824.15,11259.25,31,8
"(Z) Red Light Hat","HigherDOSE",,"2025-05-22",7,0,0,0,0,0,0,4,0
"HigherDOSE Mat Cover","HigherDOSE","Accessories","2025-05-22",6,434,-86.8,0,347.2,23.78,370.98,6,0
"HigherDOSE Serotonin Soak Salt","HigherDOSE","Body Care","2025-05-22",21,1449.3,-236.4,0,1212.9,89.24,1302.14,5,9
"PEMF Go Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-05-22",1,1386,0,-693,693,51.97,744.97,2,0
"(Z) HigherDOSE Endorphin Oil","HigherDOSE","Comp","2025-05-22",2,0,0,0,0,0,0,2,0
"Red Light Skin Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-05-22",4,2300,-12.5,0,2287.5,175.96,2463.46,4,0
"Sauna Blanket Bag","HigherDOSE","Accessories","2025-05-22",5,495,-99,0,396,34.27,430.27,4,1
"Dopamine Set","HigherDOSE","HOLIDAY BUNDLE","2025-05-22",1,75,0,0,75,7.32,82.32,1,0
"Infrared PEMF Go Mat","HigherDOSE","Grounding Mat","2025-05-22",16,12169.37,-2607.35,-559.2,9002.82,716.7,9719.52,14,2
"HigherDOSE Endorphin Oil","HigherDOSE","Body Care","2025-05-22",9,663.75,-165.48,0,498.27,42.13,540.4,3,5
"HigherDOSE Redlight FaceMask and Neck Enhancer Combo ( 1 Of Each)","HigherDOSE","Face Mask","2025-05-22",4,2790,0,-558,2232,171.45,2403.45,4,1
"Red Light Neck Enhancer","HigherDOSE","Red Light Neck Enhancer","2025-05-22",13,4886,-798,-279.2,3808.8,249.4,4058.2,9,5
"High Maintenance Cleaner","HigherDOSE","Accessories","2025-05-22",5,345,-78.71,0,266.29,23.88,290.17,2,3
"(Z) Infrared Sauna Blanket Insert ( All variants)","HigherDOSE","Comp","2025-05-22",15,0,0,0,0,0,0,15,0
"PEMF Pro Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-05-22",5,8603,0,-2548,6055,370.1,6425.1,7,0
"Red Light Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-05-22",5,3360,0,0,3360,272.33,3632.33,5,0
"(Z) Sauna Blanket Bag","HigherDOSE","Comp","2025-05-22",1,0,0,0,0,0,0,1,0
"SUPERCHARGE Copper Body Brush","HigherDOSE","Brush","2025-05-22",4,271.13,-54.23,0,216.9,21.19,238.09,4,0
"Epic Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-05-22",1,1199,0,0,1199,82.22,1281.22,1,0
"HigherDOSE Transdermal Magnesium Spray","HigherDOSE","Body Care","2025-05-22",4,134.75,-21,0,113.75,9.84,123.59,2,2
"Endorphin Kit","HigherDOSE","HOLIDAY BUNDLE","2025-05-22",2,318,0,0,318,23.66,341.66,1,1
"PRO Mat Replacement Cord - US/Canada","HigherDOSE","Replacement Cord","2025-05-22",2,50,0,0,50,4.13,54.13,0,2
