"Product title","Product type","Day","Net items sold","Gross sales","Discounts","Returns","Net sales","Taxes","Total sales","New customers","Returning customers"
"(BLACK) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2024-11-07",3,0,0,0,0,0,0,0,3
"Mask - Replacement Cord","Replacement Cord","2024-11-07",1,0,0,0,0,0,0,1,0
"Infrared Sauna Blanket","Infrared Sauna","2024-11-07",16,12334.19,-1986.87,0,10347.32,866.59,11213.91,12,4
"High Maintenance Cleaner","Tools & Accessories","2024-11-07",1,69,-13.8,0,55.2,2.62,57.82,1,0
"Ultimate Biohacking Bundle","Rituals & Kits","2024-11-07",1,2399,0,0,2399,143.94,2542.94,1,0
"Light-Activated Glow Serum","Face & Neck","2024-11-07",7,472.65,-41.4,0,431.25,35.58,466.83,0,5
"SUPERCHARGE Copper Body Brush","Body Care","2024-11-07",5,414,-55.2,-54.65,304.15,22.55,326.7,3,3
"Red Light Hat","Hair Care","2024-11-07",22,9898.44,-1238.84,0,8659.6,665.53,9325.13,11,11
"(Z) DailyDOSE Water Bottle","Accessories","2024-11-07",1,0,0,0,0,0,0,0,1
"PRO Mat Replacement Cord - US/Canada","Replacement Cord","2024-11-07",3,50,0,0,50,0,50,0,3
"HigherDOSE Serotonin Soak Salt","Body Care","2024-11-07",29,1654.95,-177.6,0,1477.35,110.71,1588.06,3,12
"HighDration Kit","Tools & Accessories","2024-11-07",68,3577,-3087,-245,245,19.32,264.32,48,18
"High-Dration Powder","Infrared Sauna","2024-11-07",6,222.3,-7.8,0,214.5,11.33,225.83,1,4
"eGift Card","Gift Card","2024-11-07",1,150,0,0,150,8.25,158.25,1,0
"Sauna Blanket Starter Kit","Rituals & Kits","2024-11-07",10,6990,0,0,6990,545.44,7535.44,10,0
"Red Light Neck Enhancer","Face & Neck","2024-11-07",2,698,-69.8,0,628.2,20.94,649.14,1,1
"(Z) HIGH MAINTENANCE Cleaner","Comp","2024-11-07",1,0,0,0,0,0,0,0,1
"EMF Blocking Fanny Pack","Tools & Accessories","2024-11-07",4,356,-53.4,0,302.6,25.42,328.02,1,3
"HigherDOSE Endorphin Oil","Body Care","2024-11-07",8,566.25,-42.5,0,523.75,35.35,559.1,3,3
"Infrared PEMF Go Mat","PEMF","2024-11-07",12,8580.94,-1586.52,0,6994.42,581.58,7576,6,6
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2024-11-08",3,1674,0,0,1674,131.84,1805.84,1,2
"(Z) Infrared Sauna Blanket","Comp","2024-11-08",6,0,0,0,0,0,0,1,5
"(Z) Soak Salt Mini","Body Care","2024-11-08",1,0,0,0,0,0,0,0,0
"(BLACK) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2024-11-08",1,0,0,0,0,0,0,0,1
"HigherDOSE Red Light Face Mask","Face & Neck","2024-11-08",77,27528.79,-6517.13,-593.3,20418.36,1573.33,21991.69,50,26
"Full Spectrum Infrared Sauna","Infrared Sauna","2024-11-08",2,16998,-3399.6,0,13598.4,1147.86,14746.26,1,1
"Infrared Sauna Blanket Insert","Infrared Sauna","2024-11-08",38,4714.2,-1105.64,-89,3519.56,267.38,3786.94,21,15
"HigherDOSE Transdermal Magnesium Spray","Body Care","2024-11-08",16,549.5,-108.11,0,441.39,31.04,472.43,3,10
"(Z) HigherDOSE Red Light Face Mask","Comp","2024-11-08",14,0,0,0,0,0,0,5,9
"High Maintenance Cleaner","Tools & Accessories","2024-11-08",5,345,-110.4,0,234.6,21.96,256.56,2,3
"Peak Performance Bundle","HOLIDAY BUNDLE","2024-11-08",1,849,0,0,849,50.94,899.94,0,1
"Mask - Replacement Cord","Replacement Cord","2024-11-08",1,0,0,0,0,0,0,0,1
"Infrared Sauna Blanket","Infrared Sauna","2024-11-08",63,50458.36,-11690.71,-1999.2,36768.45,2692.88,39461.33,53,13
"Dopamine Set","Rituals & Kits","2024-11-08",6,474,0,0,474,22.82,496.82,2,3
"High-Dration Powder","Infrared Sauna","2024-11-08",5,183.3,-39,0,144.3,2.88,147.18,0,4
"PRO Mat Replacement Cord - US/Canada","Replacement Cord","2024-11-08",1,0,0,0,0,0,0,0,1
"HigherDOSE Serotonin Soak Salt","Body Care","2024-11-08",32,2307.3,-600,0,1707.3,114.57,1821.87,6,18
"Red Light Hat","Hair Care","2024-11-08",60,28998.07,-7101.71,-1661.3,20235.06,1358.7,21593.76,35,29
"Ultimate Biohacking Bundle","Rituals & Kits","2024-11-08",2,4798,0,0,4798,369.84,5167.84,2,0
"Light-Activated Glow Serum","Face & Neck","2024-11-08",19,1290.3,-220.8,0,1069.5,79.88,1149.38,4,10
"SUPERCHARGE Copper Body Brush","Body Care","2024-11-08",22,1512.93,-372.6,0,1140.33,87.69,1228.02,7,14
"Infrared PEMF Go Mat","PEMF","2024-11-08",39,29544,-7185.6,-1293.15,21065.25,1414.69,22479.94,21,20
"HigherDOSE Endorphin Oil","Body Care","2024-11-08",15,1113.75,-232.5,0,881.25,68.94,950.19,7,8
"(Z) HIGH MAINTENANCE Cleaner","Comp","2024-11-08",1,0,0,0,0,0,0,0,1
"Best Seller Plus Bundle","Rituals & Kits","2024-11-08",3,6597,0,0,6597,451.15,7048.15,3,0
"Oxytocin Set","HOLIDAY BUNDLE","2024-11-08",2,458,0,0,458,27.48,485.48,1,1
"Sauna Blanket Starter Kit","Rituals & Kits","2024-11-08",33,23766,0,-699,23067,1604.35,24671.35,29,4
"Sauna Blanket Bag","Tools & Accessories","2024-11-08",7,693,-168.3,0,524.7,44.13,568.83,3,4
"Detox Drops","Lymphatic","2024-11-08",8,223.3,-31.58,0,191.72,6.01,197.73,1,7
"PEMF Pro Mat Starter Kit","Rituals & Kits","2024-11-08",34,37366,0,0,37366,2475.87,39841.87,22,11
"HighDration Kit","Tools & Accessories","2024-11-08",215,10633,-10584,0,49,3.92,52.92,146,61
"(Z) Infrared PEMF Go Mat","Comp","2024-11-08",1,0,0,0,0,0,0,0,1
"EMF Blocking Fanny Pack","Tools & Accessories","2024-11-08",5,445,-106.8,0,338.2,21.61,359.81,2,2
"SweatBand","Tools & Accessories","2024-11-08",14,686,-171.5,0,514.5,41,555.5,6,8
"Red Light Neck Enhancer","Face & Neck","2024-11-08",23,8033.19,-1641.54,0,6391.65,425.31,6816.96,8,15
"HigherDOSE Oxytocin Oil","Body Care","2024-11-08",16,1188.75,-300,0,888.75,68.67,957.42,5,7
"HigherDOSE PEMF Pro Mat","PEMF","2024-11-08",37,52415.51,-11018.95,-2748,38648.56,2604.81,41253.37,31,7
"Red Light Skin Starter Kit","Rituals & Kits","2024-11-08",11,7475,0,-1346,6129,447,6576,8,5
"Serotonin Set","HOLIDAY BUNDLE","2024-11-08",3,537,0,0,537,46.24,583.24,2,1
"Best Seller Bundle","Rituals & Kits","2024-11-08",2,4198,0,0,4198,312.23,4510.23,2,0
"PEMF Go Mat Starter Kit","Rituals & Kits","2024-11-08",13,8946,0,-639,8307,653.23,8960.23,8,6
"Recovery Bundle","HOLIDAY BUNDLE","2024-11-08",2,3398,-254.85,0,3143.15,207.28,3350.43,2,0
"HigherDOSE Mat Cover","Tools & Accessories","2024-11-08",13,947.87,-168,0,779.87,48.53,828.4,9,4
"Endorphin Kit","Rituals & Kits","2024-11-08",2,318,0,0,318,21.87,339.87,2,0
"(TAN) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2024-11-08",1,50,0,0,50,0,50,1,0
"Daily Dose Ritual","Body Care","2024-11-08",4,436,-31.51,0,404.49,30.67,435.16,1,3
"(Z) HigherDOSE PEMF Pro Mat","Comp","2024-11-08",1,0,0,0,0,0,0,0,1
"HigherDOSE Mat Cover","Tools & Accessories","2024-11-09",13,985.8,-197.16,0,788.64,53.08,841.72,5,6
"Best Seller Bundle","Rituals & Kits","2024-11-09",2,4198,0,0,4198,320.11,4518.11,2,0
"PEMF Go Mat Starter Kit","Rituals & Kits","2024-11-09",15,9585,0,0,9585,726.9,10311.9,10,5
"LED RED Light Face Mask Straps","Replacement Parts","2024-11-09",1,0,0,0,0,0,0,0,1
"Full Spectrum Infrared Sauna","Infrared Sauna","2024-11-09",1,7999,-1599.8,0,6399.2,511.94,6911.14,1,0
"Endorphin Kit","Rituals & Kits","2024-11-09",4,636,0,0,636,46.51,682.51,3,1
"(TAN) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2024-11-09",1,50,0,0,50,0,50,0,1
"Detox Drops","Lymphatic","2024-11-09",3,82.65,-11.6,0,71.05,0,71.05,2,1
"PEMF Pro Mat Starter Kit","Rituals & Kits","2024-11-09",16,17584,0,0,17584,1268.82,18852.82,11,5
"SweatBand","Tools & Accessories","2024-11-09",5,245,-49,0,196,14.05,210.05,2,3
"HigherDOSE Oxytocin Oil","Body Care","2024-11-09",4,300,-67.5,0,232.5,11.37,243.87,2,2
"DailyDOSE Time-Marked Glass Water Bottle","Tools & Accessories","2024-11-09",3,117,-23.4,0,93.6,6.23,99.83,1,1
"GO Mat Replacement Cord - US/Canada","Replacement Cord","2024-11-09",2,0,0,0,0,0,0,1,1
"HigherDOSE PEMF Pro Mat","PEMF","2024-11-09",22,30840.45,-6062.28,-1073.48,23704.69,1917.89,25622.58,15,5
"Red Light Skin Starter Kit","Rituals & Kits","2024-11-09",13,7475,0,0,7475,533.79,8008.79,10,3
"PRO Mat Replacement Cord - US/Canada","Replacement Cord","2024-11-09",1,0,0,0,0,0,0,0,1
"HigherDOSE Serotonin Soak Salt","Body Care","2024-11-09",17,1197.15,-216.9,0,980.25,70.65,1050.9,9,6
"High-Dration Powder","Infrared Sauna","2024-11-09",8,312,-54.6,0,257.4,8.42,265.82,5,1
"(Z) HigherDOSE Transdermal Magnesium Spray","Comp","2024-11-09",1,0,0,0,0,0,0,0,1
"Ultimate Biohacking Bundle","Rituals & Kits","2024-11-09",3,7197,0,0,7197,503.8,7700.8,3,0
"SUPERCHARGE Copper Body Brush","Body Care","2024-11-09",7,498.67,-92.83,0,405.84,22.78,428.62,5,2
"Light-Activated Glow Serum","Face & Neck","2024-11-09",6,403.65,-69,0,334.65,18.41,353.06,5,1
"Red Light Hat","Hair Care","2024-11-09",77,34801.69,-6931.01,0,27870.68,2075.22,29945.9,52,18
"HighDration Kit","Tools & Accessories","2024-11-09",123,6076,-6076,0,0,0,0,87,37
"HigherDOSE Endorphin Oil","Body Care","2024-11-09",12,900,-165,0,735,47.09,782.09,7,4
"EMF Blocking Fanny Pack","Tools & Accessories","2024-11-09",2,178,0,0,178,11.79,189.79,1,0
"Infrared PEMF Go Mat","PEMF","2024-11-09",24,17501.96,-3348.79,0,14153.17,1002.79,15155.96,14,10
"Red Light Neck Enhancer","Face & Neck","2024-11-09",10,3481.77,-626.56,0,2855.21,166.05,3021.26,4,6
"Sauna Blanket Starter Kit","Rituals & Kits","2024-11-09",22,15378,0,0,15378,969.08,16347.08,19,3
"Sauna Blanket Bag","Tools & Accessories","2024-11-09",2,198,-39.6,0,158.4,14.84,173.24,0,2
"Neck Enhancer- Straps","Replacement Cord","2024-11-09",1,19,-19,0,0,0,0,0,1
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2024-11-09",2,1124.46,0,0,1124.46,73.64,1198.1,2,0
"(BLACK) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2024-11-09",2,0,0,0,0,0,0,0,2
"HigherDOSE Transdermal Magnesium Spray","Body Care","2024-11-09",8,280,-42,0,238,16.9,254.9,3,2
"(Z) HigherDOSE Red Light Face Mask","Comp","2024-11-09",3,0,0,0,0,0,0,0,3
"Bridal Bootcamp Detox Bundle - DELETE","HOLIDAY BUNDLE","2024-11-09",4,2832,0,0,2832,195.77,3027.77,3,1
"HigherDOSE Red Light Face Mask","Face & Neck","2024-11-09",43,14726.67,-2538.95,0,12187.72,908.77,13096.49,32,10
"Infrared Sauna Blanket Insert","Infrared Sauna","2024-11-09",29,3856.67,-735.72,0,3120.95,253.63,3374.58,17,10
"High Maintenance Cleaner","Tools & Accessories","2024-11-09",1,69,-13.8,0,55.2,4.14,59.34,0,1
"Daily Dose Ritual","Body Care","2024-11-09",1,109,0,0,109,7.09,116.09,1,0
"Mask - Replacement Cord","Replacement Cord","2024-11-09",3,0,0,0,0,0,0,0,3
"Infrared Sauna Blanket","Infrared Sauna","2024-11-09",33,25919.06,-4974.59,-559.2,20385.27,1410.67,21795.94,27,7
"Red Light Hat","Hair Care","2024-11-10",55,25212.71,-5268.76,-449,19494.95,1498.6,20993.55,42,13
"(Z) HigherDOSE Transdermal Magnesium Spray","Comp","2024-11-10",-1,0,0,0,0,0,0,0,0
"Ultimate Biohacking Bundle","Rituals & Kits","2024-11-10",1,2399,0,0,2399,0,2399,1,0
"SUPERCHARGE Copper Body Brush","Body Care","2024-11-10",13,912.7,-168.74,0,743.96,41.47,785.43,5,7
"Light-Activated Glow Serum","Face & Neck","2024-11-10",21,1426.45,-234.6,0,1191.85,65.76,1257.61,8,10
"High-Dration Powder","Infrared Sauna","2024-11-10",4,156,-31.2,0,124.8,5.3,130.1,1,2
"HigherDOSE Serotonin Soak Salt","Body Care","2024-11-10",16,984,-181.2,0,802.8,59.6,862.4,5,9
"Sauna Blanket Starter Kit","Rituals & Kits","2024-11-10",19,13281,0,0,13281,886.73,14167.73,15,4
"Sauna Blanket Bag","Tools & Accessories","2024-11-10",7,686.73,-137.35,0,549.38,44.2,593.58,1,6
"Infrared PEMF Go Mat","PEMF","2024-11-10",38,26870.69,-5244.89,0,21625.8,1657.57,23283.37,23,15
"HigherDOSE Endorphin Oil","Body Care","2024-11-10",9,675,-135,0,540,39.15,579.15,3,5
"HigherDOSE Red Light Face Mask","Face & Neck","2024-11-10",48,16724.2,-3258.19,0,13466.01,946.32,14412.33,41,7
"(Z) Red Light Neck Enhancer","Comp","2024-11-10",2,0,0,0,0,0,0,0,2
"Infrared Sauna Blanket Insert","Infrared Sauna","2024-11-10",26,3057.19,-556.73,0,2500.46,175.77,2676.23,11,12
"HigherDOSE Transdermal Magnesium Spray","Body Care","2024-11-10",11,385,-66.5,0,318.5,20.48,338.98,4,7
"(Z) HigherDOSE Red Light Face Mask","Comp","2024-11-10",4,0,0,0,0,0,0,2,2
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2024-11-10",4,2232,0,0,2232,175.42,2407.42,3,1
"Full Spectrum Infrared Sauna","Infrared Sauna","2024-11-10",2,15998,-3199.6,0,12798.4,664.92,13463.32,2,0
"(BLACK) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2024-11-10",1,0,0,0,0,0,0,0,1
"Infrared Sauna Blanket","Infrared Sauna","2024-11-10",40,31837.86,-6070.16,-669.8,25097.9,1970.55,27068.45,34,7
"High Maintenance Cleaner","Tools & Accessories","2024-11-10",8,552,-69,0,483,24.88,507.88,3,4
"Peak Performance Bundle","HOLIDAY BUNDLE","2024-11-10",2,1698,0,0,1698,143.27,1841.27,2,0
"Endorphin Kit","Rituals & Kits","2024-11-10",1,159,0,0,159,14.12,173.12,0,1
"Best Seller Bundle","Rituals & Kits","2024-11-10",2,4198,0,0,4198,277.6,4475.6,2,0
"PEMF Go Mat Starter Kit","Rituals & Kits","2024-11-10",12,7668,0,0,7668,498.85,8166.85,6,6
"HigherDOSE Mat Cover","Tools & Accessories","2024-11-10",14,901.58,-168.96,0,732.62,56.11,788.73,7,6
"(Z) HigherDOSE Endorphin Oil","Comp","2024-11-10",1,0,0,0,0,0,0,0,0
"Daily Dose Ritual","Body Care","2024-11-10",7,763,0,0,763,51.74,814.74,3,4
"PEMF Pro Mat Starter Kit","Rituals & Kits","2024-11-10",17,18683,0,0,18683,1278.94,19961.94,14,3
"HighDration Kit","Tools & Accessories","2024-11-10",129,6370,-6370,0,0,0,0,99,31
"Detox Drops","Lymphatic","2024-11-10",9,261,-43.5,0,217.5,10.31,227.81,3,4
"Red Light Neck Enhancer","Face & Neck","2024-11-10",10,3827.12,-748.57,-279.2,2799.35,226.54,3025.89,7,4
"HigherDOSE PEMF Pro Mat","PEMF","2024-11-10",16,22214.2,-4442.84,-1036,16735.36,1350.89,18086.25,11,6
"Red Light Skin Starter Kit","Rituals & Kits","2024-11-10",6,3450,0,0,3450,250.6,3700.6,5,1
"DailyDOSE Time-Marked Glass Water Bottle","Tools & Accessories","2024-11-10",1,39,-7.8,0,31.2,2.18,33.38,0,1
"EMF Blocking Fanny Pack","Tools & Accessories","2024-11-10",3,267,0,0,267,22.04,289.04,1,0
"SweatBand","Tools & Accessories","2024-11-10",8,392,-78.4,0,313.6,22.65,336.25,4,3
"HigherDOSE Oxytocin Oil","Body Care","2024-11-10",10,738.75,-75,0,663.75,20.73,684.48,4,3
"Daily Dose Ritual","Body Care","2024-11-11",1,109,0,0,109,8.72,117.72,0,1
"(Z) High-Dration Powder","Comp","2024-11-11",3,0,0,0,0,0,0,0,1
"(Z) HigherDOSE Mat Cover","Comp","2024-11-11",1,0,0,0,0,0,0,0,1
"HigherDOSE Mat Cover","Tools & Accessories","2024-11-11",9,591,-102.4,0,488.6,38.59,527.19,1,7
"Best Seller Bundle","Rituals & Kits","2024-11-11",4,10495,0,-2099,8396,543.64,8939.64,5,0
"PEMF Go Mat Starter Kit","Rituals & Kits","2024-11-11",11,7029,0,0,7029,545.6,7574.6,6,4
"DailyDOSE Time-Marked Glass Water Bottle","Tools & Accessories","2024-11-11",1,39,-7.8,0,31.2,2.73,33.93,0,1
"GO Mat Replacement Cord - US/Canada","Replacement Cord","2024-11-11",1,0,0,0,0,0,0,0,1
"Red Light Neck Enhancer","Face & Neck","2024-11-11",10,3490,-698,0,2792,178.74,2970.74,6,4
"HigherDOSE PEMF Pro Mat","PEMF","2024-11-11",13,18288,-3398.6,-1036,13853.4,943.43,14796.83,10,4
"Red Light Skin Starter Kit","Rituals & Kits","2024-11-11",9,5175,0,0,5175,423.09,5598.09,4,5
"EMF Blocking Fanny Pack","Tools & Accessories","2024-11-11",1,89,-17.8,0,71.2,4.98,76.18,1,0
"SweatBand","Tools & Accessories","2024-11-11",7,343,-68.6,0,274.4,22.96,297.36,0,7
"HigherDOSE Oxytocin Oil","Body Care","2024-11-11",5,375,-75,0,300,24.99,324.99,2,3
"(Z) Infrared PEMF Go Mat","Comp","2024-11-11",1,0,0,0,0,0,0,0,1
"(Z) Glow Serum","Comp","2024-11-11",1,0,0,0,0,0,0,0,1
"PEMF Pro Mat Starter Kit","Rituals & Kits","2024-11-11",14,15386,0,0,15386,1176.52,16562.52,12,1
"HighDration Kit","Tools & Accessories","2024-11-11",140,6958,-6958,0,0,0,0,101,41
"Detox Drops","Lymphatic","2024-11-11",12,343.65,-52.2,0,291.45,8.41,299.86,4,6
"Sauna Blanket Starter Kit","Rituals & Kits","2024-11-11",36,26562,0,-1498,25064,1813.51,26877.51,31,7
"Sauna Blanket Bag","Tools & Accessories","2024-11-11",1,99,-19.8,0,79.2,4.75,83.95,0,1
"(Z) HIGH MAINTENANCE Cleaner","Comp","2024-11-11",1,0,0,0,0,0,0,0,1
"Best Seller Plus Bundle","Rituals & Kits","2024-11-11",1,2199,0,0,2199,181.42,2380.42,1,0
"HigherDOSE Endorphin Oil","Body Care","2024-11-11",11,813.75,-150,0,663.75,55.56,719.31,2,8
"Infrared PEMF Go Mat","PEMF","2024-11-11",30,21619,-4184,0,17435,1237.7,18672.7,18,12
"Ultimate Biohacking Bundle","Rituals & Kits","2024-11-11",4,9596,0,0,9596,581.77,10177.77,4,0
"SUPERCHARGE Copper Body Brush","Body Care","2024-11-11",11,828,-165.6,-55.2,607.2,44.65,651.85,8,4
"Light-Activated Glow Serum","Face & Neck","2024-11-11",12,815.8,-138,0,677.8,56.45,734.25,3,9
"Red Light Hat","Hair Care","2024-11-11",56,25258.39,-4984.33,0,20274.06,1495.3,21769.36,46,10
"(Z) DailyDOSE Water Bottle","Accessories","2024-11-11",1,0,0,0,0,0,0,0,1
"(Z) HigherDOSE Serotonin Soak Salt","Comp","2024-11-11",3,0,0,0,0,0,0,0,1
"HigherDOSE Serotonin Soak Salt","Body Care","2024-11-11",20,1278.6,-216.6,0,1062,75.08,1137.08,5,12
"High-Dration Powder","Infrared Sauna","2024-11-11",7,273,-54.6,0,218.4,13.03,231.43,0,4
"Infrared Sauna Blanket","Infrared Sauna","2024-11-11",27,21359.28,-4271.85,-788,16299.43,1441.45,17740.88,23,4
"High Maintenance Cleaner","Tools & Accessories","2024-11-11",1,69,-13.8,0,55.2,3.31,58.51,0,1
"Peak Performance Bundle","HOLIDAY BUNDLE","2024-11-11",1,849,0,0,849,80.65,929.65,1,0
"HigherDOSE Transdermal Magnesium Spray","Body Care","2024-11-11",4,134.75,-21,0,113.75,9.29,123.04,4,0
"Bridal Bootcamp Detox Bundle - DELETE","HOLIDAY BUNDLE","2024-11-11",2,1416,0,0,1416,107.97,1523.97,2,0
"HigherDOSE Red Light Face Mask","Face & Neck","2024-11-11",37,12858.57,-2571.71,0,10286.86,816.05,11102.91,25,11
"Infrared Sauna Blanket Insert","Infrared Sauna","2024-11-11",29,3901.4,-616.18,-183.2,3102.02,247.25,3349.27,16,8
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2024-11-11",4,2232,0,0,2232,180.8,2412.8,2,2
"Infrared PEMF Go Mat","PEMF","2024-11-12",25,19349.5,-3869.9,-1153.35,14326.25,1058.1,15384.35,17,6
"EMF Blocking Fanny Pack","Tools & Accessories","2024-11-12",6,534,-106.8,0,427.2,31.68,458.88,2,4
"Red Light Neck Enhancer","Face & Neck","2024-11-12",15,5222.01,-1044.4,0,4177.61,318.18,4495.79,6,8
"HigherDOSE Endorphin Oil","Body Care","2024-11-12",14,1050,-180,0,870,69.23,939.23,5,8
"(Z) HIGH MAINTENANCE Cleaner","Comp","2024-11-12",1,0,0,0,0,0,0,0,1
"Best Seller Plus Bundle","Rituals & Kits","2024-11-12",1,2199,0,0,2199,131.94,2330.94,1,0
"Sauna Blanket Starter Kit","Rituals & Kits","2024-11-12",24,16776,0,0,16776,1282.38,18058.38,17,7
"Sauna Blanket Bag","Tools & Accessories","2024-11-12",5,495,-99,0,396,34.86,430.86,2,3
"High-Dration Powder","Infrared Sauna","2024-11-12",2,78,-15.6,0,62.4,6.39,68.79,0,1
"(Z) Glow Serum","Comp","2024-11-12",1,0,0,0,0,0,0,1,0
"HigherDOSE Serotonin Soak Salt","Body Care","2024-11-12",13,921.9,-106.8,-84.15,730.95,59.5,790.45,3,7
"Red Light Hat","Hair Care","2024-11-12",49,22084.16,-4506.61,0,17577.55,1465.53,19043.08,36,12
"(Z) DailyDOSE Water Bottle","Accessories","2024-11-12",1,0,0,0,0,0,0,1,0
"(Z) HigherDOSE Serotonin Soak Salt","Comp","2024-11-12",1,0,0,0,0,0,0,1,0
"(Z) HigherDOSE Transdermal Magnesium Spray","Comp","2024-11-12",2,0,0,0,0,0,0,1,0
"Ultimate Biohacking Bundle","Rituals & Kits","2024-11-12",2,4798,0,0,4798,460.02,5258.02,2,0
"HighDration Kit","Tools & Accessories","2024-11-12",114,5586,-5586,0,0,0,0,83,31
"SUPERCHARGE Copper Body Brush","Body Care","2024-11-12",5,345,-69,0,276,21.83,297.83,4,1
"Light-Activated Glow Serum","Face & Neck","2024-11-12",17,1230.9,-165.6,-67.15,998.15,70.07,1068.22,3,12
"High Maintenance Cleaner","Tools & Accessories","2024-11-12",2,138,-27.6,0,110.4,7.59,117.99,0,2
"Peak Performance Bundle","HOLIDAY BUNDLE","2024-11-12",0,849,0,-849,0,-5.09,-5.09,1,0
"Mask - Replacement Cord","Replacement Cord","2024-11-12",5,50,0,0,50,0,50,1,4
"Infrared Sauna Blanket","Infrared Sauna","2024-11-12",21,17885.91,-3419.58,-1224.55,13241.78,1057.92,14299.7,19,4
"(Z) Infrared Sauna Blanket","Comp","2024-11-12",4,0,0,0,0,0,0,0,4
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2024-11-12",2,1116,0,0,1116,81.33,1197.33,2,0
"(BLACK) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2024-11-12",1,0,0,0,0,0,0,0,1
"Bridal Bootcamp Detox Bundle - DELETE","HOLIDAY BUNDLE","2024-11-12",1,708,0,0,708,46.91,754.91,1,0
"(Z) Red Light Neck Enhancer","Comp","2024-11-12",1,0,0,0,0,0,0,1,0
"HigherDOSE Red Light Face Mask","Face & Neck","2024-11-12",59,20540.95,-4073.29,0,16467.66,1196.33,17663.99,46,12
"Infrared Sauna Blanket Insert","Infrared Sauna","2024-11-12",16,2217.47,-439.04,-75.65,1702.78,102.41,1805.19,9,8
"HigherDOSE Transdermal Magnesium Spray","Body Care","2024-11-12",7,245,-49,0,196,13.89,209.89,1,5
"(Z) HigherDOSE Red Light Face Mask","Comp","2024-11-12",12,0,0,0,0,0,0,4,8
"(TAN) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2024-11-12",1,50,0,0,50,0,50,1,0
"(Z) Red Light Hat",,"2024-11-12",1,0,0,0,0,0,0,0,1
"Dopamine Set","Rituals & Kits","2024-11-12",1,79,0,0,79,5.02,84.02,1,0
"(Z) HigherDOSE PEMF Pro Mat","Comp","2024-11-12",1,0,0,0,0,0,0,0,1
"Best Seller Bundle","Rituals & Kits","2024-11-12",1,2099,0,0,2099,168.96,2267.96,1,0
"PEMF Go Mat Starter Kit","Rituals & Kits","2024-11-12",6,3834,0,0,3834,226.84,4060.84,4,2
"Recovery Bundle","HOLIDAY BUNDLE","2024-11-12",3,5097,-1510.92,0,3586.08,244.42,3830.5,0,3
"HigherDOSE Mat Cover","Tools & Accessories","2024-11-12",6,592,-86.8,-97.35,407.85,35.57,443.42,5,3
"(Z) HigherDOSE Mat Cover","Comp","2024-11-12",2,0,0,0,0,0,0,1,0
"Endorphin Kit","Rituals & Kits","2024-11-12",1,159,0,0,159,11.13,170.13,0,1
"(Z) Infrared PEMF Go Mat","Comp","2024-11-12",2,0,0,0,0,0,0,1,0
"SweatBand","Tools & Accessories","2024-11-12",11,539,-68.6,0,470.4,31.11,501.51,5,5
"HigherDOSE Oxytocin Oil","Body Care","2024-11-12",3,213.75,-30,0,183.75,8.18,191.93,2,1
"HigherDOSE PEMF Pro Mat","PEMF","2024-11-12",19,25086.61,-4305.07,0,20781.54,1766.94,22548.48,13,5
"Red Light Skin Starter Kit","Rituals & Kits","2024-11-12",7,4025,0,0,4025,332.11,4357.11,4,3
"Hyperice Normatec 3 Legs",,"2024-11-12",1,799,-199.75,0,599.25,56.93,656.18,0,0
"DailyDOSE Time-Marked Glass Water Bottle","Tools & Accessories","2024-11-12",2,78,-15.6,0,62.4,5.19,67.59,1,1
"Hyperice Hypervolt 2",,"2024-11-12",1,199,-49.75,0,149.25,14.18,163.43,0,0
"Detox Drops","Lymphatic","2024-11-12",1,58,-11.6,-23.2,23.2,-2.2,21,1,1
"PEMF Pro Mat Starter Kit","Rituals & Kits","2024-11-12",9,9891,0,0,9891,641.66,10532.66,8,1
"HigherDOSE Endorphin Oil","Body Care","2024-11-13",8,600,-90,0,510,36.63,546.63,2,6
"Infrared PEMF Go Mat","PEMF","2024-11-13",24,17021.08,-3214.72,0,13806.36,1029.97,14836.33,15,9
"HighDration Kit","Tools & Accessories","2024-11-13",104,5243,-5047,-49,147,13.35,160.35,73,23
"Sauna Blanket Bag","Tools & Accessories","2024-11-13",5,495,-99,0,396,29.69,425.69,2,3
"Sauna Blanket Starter Kit","Rituals & Kits","2024-11-13",24,16776,0,0,16776,1265.05,18041.05,18,6
"Best Seller Plus Bundle","Rituals & Kits","2024-11-13",2,4398,0,0,4398,272.13,4670.13,2,0
"(Z) HIGH MAINTENANCE Cleaner","Comp","2024-11-13",2,0,0,0,0,0,0,0,2
"(Z) Glow Serum","Comp","2024-11-13",6,0,0,0,0,0,0,2,0
